species,year,property,lat,lon,province,city,district,address,ext_path
大鳄龟,2025,year=2025;status=目击,39.947183,116.513616,北京市,北京市,朝阳区,北京市 朝阳区,北京市 北京市 朝阳区
红耳彩龟,2025,year=2025;status=目击,24.793771,120.99338,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042616,121.534063,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.121886,121.470646,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.974341,120.222304,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.899829,121.154411,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.001106,121.45629,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.009792,121.123406,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.681336,121.722856,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.640958,120.353941,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.840753,120.498218,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.793431,120.994806,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.0014,121.328949,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.113376,121.497676,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042472,121.514213,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.793842,120.993412,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.001424,121.328965,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.123797,121.501678,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.776045,121.699822,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.121272,121.534598,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.159083,121.704757,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.207261,120.597163,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.791676,121.000188,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.00025,120.217458,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.035873,121.435876,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.03593,121.435817,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.023775,121.505664,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.971753,120.224288,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.207347,120.59832,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.043219,121.562637,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.087369,121.693819,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.043003,121.562583,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.003102,120.211261,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.983483,121.563694,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.043435,121.562638,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.087348,121.693834,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.040031,121.560245,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.972653,120.222829,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.036002,121.435845,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.680457,120.292512,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.68633,121.727998,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.68634,121.728157,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.686207,121.72833,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.663943,121.818015,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.120854,120.668185,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.976458,120.211708,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.729142,120.269768,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.992087,120.22152,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.120764,120.668129,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.793617,120.993112,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.812028,120.910703,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.277482,120.546531,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.972763,120.222695,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.207022,120.597706,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.081861,121.602828,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.948312,121.50022,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.970382,121.195374,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031458,121.53475,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.702819,120.435935,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.801392,120.977765,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.034977,121.519521,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042672,121.514297,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.942372,121.368954,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.000333,121.45578,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.80503,120.970786,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042009,121.515563,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.99723,121.327174,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.737289,120.268736,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.03652,121.520425,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.683225,121.772805,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.969775,120.2226,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.948824,121.500755,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.948353,121.500278,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.699004,120.277006,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.948442,121.50036,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.948398,121.500322,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042123,121.591513,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.078615,121.60643,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042327,121.591749,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042481,121.591673,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051393,121.58989,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.082803,121.605068,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042561,121.591433,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.082667,121.605574,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051294,121.58989,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.081699,121.602897,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.986595,121.559114,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.081996,121.60361,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.082095,121.603559,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.023409,121.504717,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.041169,121.591581,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.078645,121.606366,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.041404,121.593164,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024427,121.505263,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.083156,121.58208,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.080606,121.602825,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024761,121.506617,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.050979,121.589626,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.023579,121.50458,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051078,121.589714,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.080857,121.602581,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.050817,121.589386,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051524,121.590431,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.05127,121.589515,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.986644,121.559149,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.0423,121.59289,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.041204,121.592097,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.986547,121.558977,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.082279,121.602971,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.986829,121.559677,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024523,121.506394,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.033716,121.580932,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.082682,121.605576,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051332,121.589939,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.043258,121.592648,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.078493,121.606937,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.042467,121.591424,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.041654,121.593056,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.120675,121.534422,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.120662,121.53434,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.173892,121.448242,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.979472,121.54744,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.175506,121.43455,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.070324,121.240653,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.107801,121.24828,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.625305,120.298713,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.62136,120.893436,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.068392,121.240464,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.988525,120.20752,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.034994,121.519183,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.989978,120.204147,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.988092,120.207655,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.999979,120.217157,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.777837,121.670786,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.816206,121.349842,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.097449,120.691759,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.143701,121.552001,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.662694,121.810115,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.758038,120.687508,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.064449,121.569035,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.089744,121.598266,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.0561,121.570947,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.112148,121.493174,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.06227,121.569381,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.066078,121.570855,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.056464,121.570131,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.065831,121.56956,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.089732,121.598355,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.717813,121.692283,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.448067,118.446432,福建省,泉州市,金门县,福建省 泉州市 金门县,福建省 泉州市 金门县
红耳彩龟,2025,year=2025;status=目击,24.733347,121.735405,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.726774,121.709621,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.030999,121.535591,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.207072,120.598336,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.651305,120.351295,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.726267,121.708917,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.048545,121.452871,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.12282,121.726977,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051365,121.452991,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.05155,121.453106,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.207041,120.597813,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.802038,120.97837,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.002378,121.120387,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.081751,121.585681,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051324,121.589466,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.081118,121.603108,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051234,121.589636,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.198173,120.192757,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.26916,121.544652,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.269239,121.544631,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.632036,121.398633,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.019431,121.537592,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.290828,121.567138,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.158395,121.704788,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.66579,120.345383,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.00043,121.455907,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.207303,120.597887,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.665784,120.345746,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.085728,121.201372,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.063206,121.566389,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.028947,121.535478,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.267074,121.547602,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.566137,119.599158,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024621,121.506488,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024395,121.504673,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024615,121.506555,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051188,121.589886,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051041,121.58964,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024688,121.506976,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024643,121.506135,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024497,121.506328,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.050787,121.589338,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.050926,121.589425,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.050763,121.589415,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.02472,121.506485,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051232,121.589748,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024815,121.506531,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.081254,121.585008,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.024634,121.506126,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.050944,121.589632,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.065445,121.569174,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.056348,121.570936,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.062857,121.569045,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.113408,121.492234,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.043326,121.592666,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.954514,121.115821,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.034725,121.519359,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.799978,120.93753,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.101634,121.251436,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.309482,120.314374,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.80177,120.977605,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.036758,121.523704,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000181,120.21737,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000058,120.217492,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000142,120.217413,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000103,120.21733,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.999933,120.2173,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.859341,121.559835,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.113688,121.525534,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.100975,121.517781,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.111982,121.525687,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.11599,121.524966,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.11147,121.525419,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.065819,121.569621,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.109749,121.52274,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.061985,121.569541,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.000149,121.551241,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.803588,120.984837,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.120622,120.674797,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.11918,121.470179,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.684325,121.772537,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.032359,121.535592,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031556,121.534794,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.033923,121.580471,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.106951,121.521243,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.066884,121.568701,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.109176,121.521649,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.11141,121.525156,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.110117,121.522488,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.062918,121.568895,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.116166,121.524777,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.118176,121.52369,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.114765,121.524969,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.000734,121.456139,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.056425,121.273105,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.796855,120.29162,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.796756,120.291649,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.101597,121.25154,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.001843,120.212276,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.051331,121.589725,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.279371,120.584279,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.207035,120.597781,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.187841,120.653099,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.674711,121.771,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.012764,121.460948,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.13917,121.460797,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.012886,121.460928,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031707,121.535704,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031478,121.5348,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000086,120.21733,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.965508,121.535001,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.012724,121.460888,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.232244,121.637336,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000019,120.217378,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.105614,121.503918,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.036112,121.520812,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.11607,121.464188,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.127525,121.478387,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.06461,121.570026,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.111435,121.525148,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.109894,121.522837,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.112274,121.492944,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.971776,120.22437,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031137,121.535013,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.000118,121.456023,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.000224,121.456213,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031628,121.534411,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000031,120.217247,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.817142,120.91164,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,24.14421,120.684711,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.016265,121.539867,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.034839,121.519443,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031059,121.534938,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000142,120.21737,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.034562,121.51956,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,22.680694,120.291917,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.029659,121.536287,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,25.031539,121.534797,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.000156,120.217445,台湾省,,,台湾省,台湾省
红耳彩龟,2025,year=2025;status=目击,23.994352,121.59053,台湾省,,,台湾省,台湾省
